id	symbol	desc	biotype	num_transcripts	num_coding_transcripts	num_introns	H+.M+.25.0_vs_H+.M+.37.10.worst_fdr	H+.M+.25.0_vs_H+.M+.37.10.log2fc	H+.M+.25.0_vs_H+.M+.37.40.worst_fdr	H+.M+.25.0_vs_H+.M+.37.40.log2fc	H+.M+.25.0_vs_H+.M+.42.10.worst_fdr	H+.M+.25.0_vs_H+.M+.42.10.log2fc	H+.M+.25.0_vs_H+.M+.42.40.worst_fdr	H+.M+.25.0_vs_H+.M+.42.40.log2fc	H+.M-.25.0_vs_H+.M-.37.10.worst_fdr	H+.M-.25.0_vs_H+.M-.37.10.log2fc	H+.M-.25.0_vs_H+.M-.37.40.worst_fdr	H+.M-.25.0_vs_H+.M-.37.40.log2fc	H+.M-.25.0_vs_H+.M-.42.10.worst_fdr	H+.M-.25.0_vs_H+.M-.42.10.log2fc	H+.M-.25.0_vs_H+.M-.42.40.worst_fdr	H+.M-.25.0_vs_H+.M-.42.40.log2fc	H-.M+.25.0_vs_H-.M+.37.10.worst_fdr	H-.M+.25.0_vs_H-.M+.37.10.log2fc	H-.M+.25.0_vs_H-.M+.37.40.worst_fdr	H-.M+.25.0_vs_H-.M+.37.40.log2fc	H-.M+.25.0_vs_H-.M+.42.10.worst_fdr	H-.M+.25.0_vs_H-.M+.42.10.log2fc	H-.M+.25.0_vs_H-.M+.42.40.worst_fdr	H-.M+.25.0_vs_H-.M+.42.40.log2fc	H-.M-.25.0_vs_H-.M-.37.10.worst_fdr	H-.M-.25.0_vs_H-.M-.37.10.log2fc	H-.M-.25.0_vs_H-.M-.37.40.worst_fdr	H-.M-.25.0_vs_H-.M-.37.40.log2fc	H-.M-.25.0_vs_H-.M-.42.10.worst_fdr	H-.M-.25.0_vs_H-.M-.42.10.log2fc	H-.M-.25.0_vs_H-.M-.42.40.worst_fdr	H-.M-.25.0_vs_H-.M-.42.40.log2fc
YOL001W	PHO80	Cyclin, interacts with cyclin-dependent kinase Pho85p; regulates the response to nutrient levels and environmental conditions, including the response to phosphate limitation and stress-dependent calcium signaling	protein_coding	1	1	0	1.000	0.000e+00	0.231	0.209	0.836	-0.127	0.311	-0.205	0.048	-0.383	1.000	0.000e+00	0.574	-0.156	7.990e-04	-0.689	0.913	-0.111	1.000	0.000e+00	1.000	-0.036	0.565	-0.171	0.371	-0.374	0.095	-0.429	0.871	-0.107	0.097	-0.407
YOR054C	VHS3	Negative regulatory subunit of protein phosphatase 1 Ppz1p and also a subunit of the phosphopantothenoylcysteine decarboxylase (PPCDC; Cab3p, Sis2p, Vhs3p) complex, which catalyzes the third step of coenzyme A biosynthesis	protein_coding	1	1	0	2.245e-04	1.911	2.291e-04	1.549	1.489e-04	1.854	5.339e-05	2.526	0.005	0.825	0.027	0.510	0.024	0.881	8.612e-05	1.592	0.003	1.369	6.091e-04	1.597	0.001	1.477	2.365e-04	1.770	0.018	1.086	0.003	1.608	0.013	1.034	0.009	1.124
YGR195W	SKI6	Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase PH and to human hRrp41p (EXOSC4)	protein_coding	1	1	0	0.031	-0.626	0.030	-0.378	0.026	-0.476	5.339e-05	-2.280	0.004	-0.781	0.087	-0.263	0.398	-0.239	1.132e-04	-1.413	0.109	-0.575	8.939e-04	-1.159	0.283	-0.344	7.770e-04	-1.493	1.000	-0.084	0.171	-0.407	1.000	-0.014	0.008	-0.889
YLR002C	NOC3	Protein that forms a nuclear complex with Noc2p that binds to 66S ribosomal precursors to mediate their intranuclear transport; also binds to chromatin to promote the association of DNA replication factors and replication initiation	protein_coding	1	1	0	2.245e-04	-3.333	2.291e-04	-1.723	1.489e-04	-2.029	5.339e-05	-4.479	2.709e-04	-3.177	5.344e-04	-1.117	0.002	-1.254	8.612e-05	-2.471	9.132e-04	-2.020	1.988e-04	-3.738	0.001	-1.269	1.115e-04	-3.680	0.009	-1.150	5.668e-04	-1.991	0.004	-0.994	3.228e-04	-2.153
YGR031C-A	NAG1	Protein involved in yeast cell wall biogenesis; localizes to the cell periphery; production of Nag1p is dependent upon the presence of Slt2p and Rlm1p; gene is nested within and antisense to IMO32	protein_coding	1	1	0	1.000	0.000e+00	1.000	0.000e+00	1.489e-04	5.505	5.339e-05	7.129	1.000	0.000e+00	1.000	0.000e+00	3.590e-04	5.514	8.612e-05	6.269	1.000	0.000e+00	1.000	0.000e+00	2.649e-04	5.564	1.446e-04	6.850	1.000	0.000e+00	1.000	0.000e+00	5.854e-04	5.885	1.727e-04	6.332
YER074W-A	YOS1	Integral membrane protein required for ER to Golgi transport; localized to the Golgi, the ER, and COPII vesicles; interacts with Yip1p and Yif1p	protein_coding	1	1	2	1.000	0.000e+00	1.000	-0.156	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.057	1.000	0.000e+00	0.343	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.126	0.875	0.000e+00	1.000	0.000e+00
YER112W	LSM4	Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA	protein_coding	1	1	0	1.000	-0.065	0.288	-0.273	0.664	-0.242	0.055	-0.600	0.659	-0.175	0.117	-0.471	0.944	0.049	0.082	-0.511	0.531	-0.303	0.127	-0.491	1.000	0.000e+00	0.245	-0.446	1.000	-0.116	1.000	0.000e+00	1.000	0.000e+00	0.522	-0.294
YHR120W	MSH1	DNA-binding protein of the mitochondria involved in repair of mitochondrial DNA, has ATPase activity and binds to DNA mismatches; has homology to E. coli MutS; transcription is induced during meiosis	protein_coding	1	1	0	0.004	-2.022	0.004	-0.838	3.913e-04	-1.686	8.766e-05	-2.400	0.034	-0.852	0.140	-0.472	0.030	-1.295	0.009	-1.051	0.360	-0.652	0.021	-1.443	0.045	-1.494	0.020	-1.482	0.765	-0.380	0.698	-0.246	0.118	-0.869	0.126	-0.702
YDL135C	RDI1	Rho GDP dissociation inhibitor involved in the localization and regulation of Cdc42p and Rho1p	protein_coding	1	1	0	0.527	-0.511	0.625	-0.267	1.000	-0.086	0.267	-0.445	0.800	0.249	0.754	0.221	0.204	0.884	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.089	1.000	0.000e+00	0.801	0.333	0.999	0.000e+00	0.713	0.235
YDL002C	NHP10	Protein related to mammalian high mobility group proteins; preferentially binds DNA ends, protecting them from exonucleatic cleavage; likely component of the chromatin-remodeling complex INO80 complex; proposed to be involved in DNA repair	protein_coding	1	1	0	0.039	-1.128	0.130	-0.541	0.648	-0.328	0.009	-0.894	1.000	0.075	1.000	-0.066	0.328	0.340	0.680	-0.254	1.000	0.000e+00	0.124	-0.727	1.000	-0.046	1.000	-0.074	1.000	-0.088	0.759	-0.191	1.000	-0.048	1.000	-0.105
YBR205W	KTR3	Putative alpha-1,2-mannosyltransferase involved in O- and N-linked protein glycosylation; member of the KRE2/MNT1 mannosyltransferase family; Svp26p mediates uptake of Ktr3p into COPII vesicles	protein_coding	1	1	0	0.007	-0.691	0.007	-0.465	0.015	-0.494	1.325e-04	-0.820	0.067	-0.324	0.790	-0.087	0.053	-0.468	1.331e-04	-1.018	0.564	-0.214	0.357	-0.215	0.171	-0.369	0.021	-0.571	0.520	-0.275	0.269	-0.289	0.431	-0.239	0.002	-0.908
YDL160C-A	YDL160C-A	Putative protein of unknown function; mutant in a srs2 mutant background displays MMS hypersensitivity; ortholog of human MHF2, a component of the Fanconi anemia (FA) complex that is involved in maintaining genome stability	protein_coding	1	1	0	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	-0.021	0.844	0.308	1.000	0.000e+00	0.434	0.559
YDR491C	YDR491C	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data	protein_coding	1	1	0	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	3.095e-04	4.542	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00
YOR186W	YOR186W	hypothetical protein	protein_coding	1	1	0	7.771e-04	3.049	1.000	0.000e+00	1.489e-04	3.736	5.339e-05	4.617	1.000	0.000e+00	1.000	0.000e+00	0.007	1.902	0.002	2.064	0.001	2.654	5.725e-04	3.821	2.649e-04	3.953	1.115e-04	4.364	1.000	0.000e+00	1.000	0.000e+00	0.001	2.843	3.228e-04	3.231
YLR134W	PDC5	Minor isoform of pyruvate decarboxylase, key enzyme in alcoholic fermentation, decarboxylates pyruvate to acetaldehyde, regulation is glucose- and ethanol-dependent, repressed by thiamine, involved in amino acid catabolism	protein_coding	1	1	0	1.000	0.000e+00	1.000	-0.016	1.000	0.000e+00	1.000	0.000e+00	0.389	-0.216	0.133	-0.301	0.772	0.000e+00	0.462	0.000e+00	0.992	-0.105	0.574	-0.147	0.975	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	0.798	-0.095	1.000	0.000e+00	0.290	0.000e+00
YIR005W	IST3	Component of the U2 snRNP, required for the first catalytic step of splicing and for spliceosomal assembly; interacts with Rds3p and is required for Mer1p-activated splicing	protein_coding	1	1	0	0.245	-0.949	1.000	-0.120	1.000	0.000e+00	0.317	0.363	0.549	0.323	0.819	0.136	0.287	0.477	0.326	0.380	1.000	0.029	1.000	0.000e+00	1.000	0.000e+00	0.323	0.632	1.000	0.000e+00	1.000	0.174	1.000	0.035	0.230	0.571
YHL027W	RIM101	Transcriptional repressor involved in response to pH and in cell wall construction; required for alkaline pH-stimulated haploid invasive growth and sporulation; activated by proteolytic processing; similar to A. nidulans PacC	protein_coding	1	1	0	0.073	0.387	0.253	0.206	1.489e-04	0.894	8.550e-04	0.570	1.000	0.081	1.000	0.000e+00	0.003	0.738	0.002	0.517	1.000	0.000e+00	1.000	0.000e+00	0.014	0.620	0.048	0.487	1.000	0.022	0.360	-0.362	0.010	0.691	0.017	0.586
YKL156W	RPS27A	Protein component of the small (40S) ribosomal subunit; nearly identical to Rps27Bp and has similarity to rat S27 ribosomal protein	protein_coding	1	1	1	0.003	-1.152	0.067	-0.397	3.481e-04	-1.438	5.339e-05	-1.497	0.002	-1.119	0.033	-0.448	0.066	-0.594	7.313e-04	-1.058	0.012	-1.373	9.472e-04	-2.291	0.006	-1.505	0.002	-1.590	0.301	-0.669	0.003	-1.819	0.144	-0.618	0.197	-0.408
YGR196C	FYV8	Protein of unknown function, required for survival upon exposure to K1 killer toxin	protein_coding	1	1	0	1.000	0.064	1.000	0.000e+00	1.000	0.000e+00	0.774	0.079	0.084	0.617	1.000	0.088	0.142	0.580	0.113	0.394	0.221	0.500	0.444	0.299	0.254	0.340	0.282	0.322	0.207	0.679	0.083	0.885	0.354	0.411	0.128	0.603
YER113C	TMN3	Protein with a role in cellular adhesion and filamentous growth; similar to Emp70p and Tmn2p; member of Transmembrane Nine family with 9 transmembrane segments; localizes to Golgi; induced by 8-methoxypsoralen plus UVA irradiation	protein_coding	1	1	0	0.020	-0.836	1.000	0.000e+00	0.002	-0.714	5.339e-05	-1.665	0.006	-0.549	0.262	-0.195	0.005	-0.869	8.612e-05	-1.174	0.806	-0.140	0.022	-0.593	0.127	-0.414	5.368e-04	-0.982	0.635	-0.215	0.008	-0.625	0.476	-0.186	4.732e-04	-1.179
YLR267W	BOP2	Protein of unknown function	protein_coding	1	1	0	8.751e-04	2.483	5.146e-04	2.217	2.316e-04	2.091	5.339e-05	3.159	0.003	1.784	0.002	1.923	0.009	1.603	1.351e-04	2.023	0.002	2.682	1.988e-04	3.212	0.002	2.376	2.825e-04	3.038	0.030	1.858	0.009	1.831	0.018	1.717	0.005	1.762
YGR063C	SPT4	Protein involved in the regulating Pol I and Pol II transcription, pre-mRNA processing, kinetochore function, and gene silencing; forms a complex with Spt5p	protein_coding	1	1	0	0.002	-2.356	0.027	-0.960	0.004	-1.461	0.002	-1.341	0.101	-0.722	0.407	-0.304	0.064	-1.343	0.063	-0.832	1.000	-0.252	0.477	-0.624	0.054	-1.981	0.195	-1.200	1.000	-0.140	1.000	0.000e+00	0.357	-0.719	0.218	-0.695
YOL134C	YOL134C	Dubious open reading frame unlikely to encode a protein, based on experimental and comparative sequence data; partially overlaps HRT1, a verified gene that encodes an SCF ubiquitin ligase subunit	protein_coding	1	1	0	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	5.339e-05	4.839	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	8.921e-04	2.693	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	3.332e-04	3.266	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.808e-04	4.190
YIR006C	PAN1	Part of actin cytoskeleton-regulatory complex Pan1p-Sla1p-End3p, associates with actin patches on the cell cortex; promotes protein-protein interactions essential for endocytosis; binds to and activates the Arp2/3 complex in vitro; previously though /.../e a subunit of poly(A) ribonuclease	protein_coding	1	1	0	0.002	0.619	0.028	0.456	1.000	-0.008	0.569	0.130	1.000	0.000e+00	1.000	0.000e+00	0.072	-0.670	0.099	-0.330	1.000	0.000e+00	1.000	0.156	1.000	-0.084	0.603	-0.222	1.000	-0.151	1.000	0.000e+00	0.172	-0.593	0.192	-0.561
YDL001W	RMD1	Cytoplasmic protein required for sporulation	protein_coding	1	1	0	0.963	-0.147	0.698	-0.136	0.567	-0.246	0.150	-0.387	1.000	-0.043	0.753	-0.153	0.641	0.195	0.679	-0.252	0.563	-0.344	0.270	-0.473	1.000	0.000e+00	1.000	0.000e+00	0.856	0.231	0.813	0.238	0.473	0.239	0.735	0.140
YDR493W	MZM1	Protein required for assembly of the cytochrome bc(1) complex; facilitates insertion of Rip1p into the complex at a late stage of assembly; localized to the mitochondrial matrix; null mutant exhibits a respiratory growth defect and reduced mitochond /.../inc levels, which is characteristic of mutations affecting bc(1) complex assembly; conserved in metazoans	protein_coding	1	1	0	0.626	0.188	0.367	0.191	1.000	-0.022	1.000	0.000e+00	1.000	0.046	1.000	-0.042	0.369	-0.328	0.271	-0.257	1.000	0.000e+00	0.167	0.385	1.000	-0.038	1.000	0.000e+00	1.000	0.060	0.821	0.142	0.688	-0.240	0.300	-0.398
YDR057W	YOS9	ER quality-control lectin; integral subunit of the HRD ligase; binds to glycans with terminal alpha-1,6 linked mannose on misfolded N-glycosylated proteins and participates in targeting proteins to ERAD; member of the OS-9 protein family	protein_coding	1	1	0	1.000	0.000e+00	1.000	0.014	0.089	-0.478	0.071	-0.448	1.000	0.046	0.214	0.216	0.521	-0.262	0.366	-0.274	0.573	0.186	1.000	0.000e+00	0.452	-0.340	0.273	-0.385	1.000	0.000e+00	1.000	0.000e+00	0.589	-0.319	0.089	-0.544
YPL237W	SUI3	Beta subunit of the translation initiation factor eIF2, involved in the identification of the start codon; proposed to be involved in mRNA binding	protein_coding	1	1	0	2.245e-04	-1.368	2.291e-04	-0.894	0.155	-0.285	5.339e-05	-1.316	5.807e-04	-0.869	0.011	-0.453	1.000	-0.008	0.012	-0.414	0.009	-0.818	1.988e-04	-1.378	0.001	-1.151	1.115e-04	-1.896	0.162	-0.472	0.093	-0.687	0.025	-0.642	6.654e-04	-1.299
YPL104W	MSD1	Mitochondrial aspartyl-tRNA synthetase, required for acylation of aspartyl-tRNA; yeast and bacterial aspartyl-, asparaginyl-, and lysyl-tRNA synthetases contain regions with high sequence similarity, suggesting a common ancestral gene	protein_coding	1	1	0	0.249	0.319	1.000	0.000e+00	0.305	0.209	0.194	0.226	1.000	0.000e+00	0.558	-0.158	0.054	0.414	0.066	0.315	0.072	0.527	0.053	0.558	1.000	0.000e+00	0.748	0.101	1.000	-0.052	1.000	0.000e+00	0.084	-0.764	0.444	-0.254
YLR265C	NEJ1	Protein involved in regulation of nonhomologous end joining; interacts with DNA ligase IV components Dnl4p and Lif1p; repressed by MAT heterozygosity; regulates cellular distribution of Lif1p	protein_coding	1	1	0	0.854	-0.238	0.761	0.128	1.000	0.000e+00	1.000	-0.094	0.046	-0.766	0.057	0.496	0.483	-0.410	0.045	-0.915	0.782	0.159	1.000	-0.039	1.000	0.000e+00	1.000	0.000e+00	1.000	-0.270	0.984	-0.123	1.000	-0.037	0.600	-0.339
YKL020C	SPT23	ER membrane protein involved in regulation of OLE1 transcription, acts with homolog Mga2p; inactive ER form dimerizes and one subunit is then activated by ubiquitin/proteasome-dependent processing followed by nuclear targeting	protein_coding	1	1	0	0.006	0.585	0.112	0.283	1.489e-04	0.854	5.339e-05	0.865	0.529	-0.132	0.540	-0.150	0.452	0.177	0.073	0.270	0.764	0.139	0.334	0.342	0.052	0.592	0.030	0.570	1.000	0.000e+00	0.550	0.232	0.201	0.239	0.160	0.308
YKR078W	YKR078W	hypothetical protein	protein_coding	1	1	0	0.969	-0.211	1.000	0.000e+00	0.010	-1.068	1.000	-0.109	1.000	0.000e+00	0.135	0.555	1.000	0.085	1.000	-0.075	0.869	0.156	0.791	0.192	0.626	-0.445	1.000	0.000e+00	1.000	0.184	0.238	0.704	0.982	-0.163	1.000	0.000e+00
YLR398C	SKI2	Ski complex component and putative RNA helicase, mediates 3'-5' RNA degradation by the cytoplasmic exosome; null mutants have superkiller phenotype of increased viral dsRNAs and are synthetic lethal with mutations in 5'-3' mRNA decay	protein_coding	1	1	0	0.557	-0.290	0.015	-0.397	0.038	-0.558	0.036	-0.416	1.000	0.024	0.222	-0.177	1.000	0.000e+00	1.000	0.014	1.000	-0.095	1.000	0.000e+00	0.231	-0.437	0.453	-0.252	1.000	-0.002	0.049	0.682	1.000	0.000e+00	0.341	0.290
YLR132C	USB1	Essential protein that localizes to the nucleus and mitochondria; overexpression suppresses the respiratory defects of oxa1 and mtf2 mutants	protein_coding	1	1	0	2.245e-04	1.380	2.291e-04	0.897	3.481e-04	0.848	5.339e-05	1.103	2.709e-04	1.172	0.004	0.559	0.003	0.815	0.003	0.634	0.043	0.665	0.003	0.938	0.030	0.719	0.054	0.659	0.048	0.791	0.006	0.872	0.174	0.373	0.258	0.297
YNL074C	MLF3	Serine-rich protein of unknown function, predicted to be palmitoylated; overproduction suppresses the growth inhibition caused by exposure to the immunosuppressant leflunomide	protein_coding	1	1	0	3.026e-04	0.985	7.694e-04	0.631	2.302e-04	0.811	5.339e-05	0.947	0.306	0.213	0.034	0.314	0.694	0.124	0.615	0.097	0.900	0.098	0.569	0.312	0.164	0.377	0.189	0.381	1.000	0.029	0.634	-0.241	1.000	0.000e+00	1.000	0.000e+00
YNL073W	MSK1	Mitochondrial lysine-tRNA synthetase, required for import of both aminoacylated and deacylated forms of tRNA(Lys) into mitochondria and for aminoacylation of mitochondrially encoded tRNA(Lys)	protein_coding	1	1	0	0.037	0.504	0.070	0.335	3.481e-04	0.726	5.339e-05	0.945	1.000	0.000e+00	0.362	-0.171	0.333	0.319	1.836e-04	0.763	0.042	0.550	0.003	0.757	0.021	0.493	6.288e-04	0.978	1.000	0.113	0.049	0.769	0.164	0.437	0.001	0.938
YHR121W	LSM12	Protein of unknown function that may function in RNA processing; interacts with Pbp1p and Pbp4p and associates with ribosomes; contains an RNA-binding LSM domain and an AD domain; GFP-fusion protein is induced by the DNA-damaging agent MMS	protein_coding	1	1	0	0.370	-0.411	0.974	-0.087	0.488	-0.266	3.645e-04	-1.615	1.000	0.000e+00	1.000	0.060	1.000	0.048	0.040	-0.676	1.000	-0.035	0.224	-0.449	0.735	-0.245	0.038	-1.284	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	0.582	-0.308
YBR202W	MCM7	Component of the heterohexameric MCM2-7 complex, which primes origins of DNA replication in G1 and becomes an active ATP-dependent helicase that promotes DNA melting and elongation in S-phase; forms an Mcm4p-6p-7p subcomplex	protein_coding	1	1	0	0.002	-1.122	4.188e-04	-0.829	0.055	-0.510	5.339e-05	-1.159	0.008	-0.629	6.646e-04	-0.903	0.273	-0.267	0.003	-0.753	0.025	-0.657	1.988e-04	-1.633	0.629	-0.187	0.039	-0.590	0.461	-0.274	5.668e-04	-1.358	0.754	0.138	1.000	-0.008
YKR079C	TRZ1	tRNA 3'-end processing endonuclease tRNase Z; also localized to mitochondria and interacts genetically with Rex2 exonuclease; homolog of the human candidate prostate cancer susceptibility gene ELAC2	protein_coding	1	1	0	2.245e-04	-3.090	7.624e-04	-0.747	1.489e-04	-2.986	5.339e-05	-3.446	2.709e-04	-3.056	0.001	-0.749	5.576e-04	-2.522	8.612e-05	-3.020	0.003	-1.170	1.988e-04	-1.749	6.362e-04	-2.056	2.026e-04	-2.360	0.090	-0.656	0.001	-1.430	0.002	-1.691	3.228e-04	-1.783
YGR193C	PDX1	Dihydrolipoamide dehydrogenase (E3)-binding protein (E3BP) of the mitochondrial pyruvate dehydrogenase (PDH) complex, plays a structural role in the complex by binding and positioning E3 to the dihydrolipoamide acetyltransferase (E2) core	protein_coding	1	1	0	0.096	0.377	0.621	0.119	0.153	0.305	0.232	0.164	0.824	0.106	1.000	-0.011	1.000	0.024	1.000	0.000e+00	1.000	0.015	1.000	0.000e+00	0.531	0.128	1.000	0.000e+00	1.000	0.039	1.000	0.051	1.000	0.000e+00	0.524	-0.177
YJL183W	MNN11	Subunit of a Golgi mannosyltransferase complex that also contains Anp1p, Mnn9p, Mnn10p, and Hoc1p, and mediates elongation of the polysaccharide mannan backbone; has homology to Mnn10p	protein_coding	1	1	0	0.013	-0.637	0.265	-0.184	0.002	-0.663	5.339e-05	-1.237	0.099	-0.269	0.173	-0.194	0.012	-0.616	8.612e-05	-1.126	0.097	-0.572	5.838e-04	-0.931	0.012	-0.680	6.114e-04	-0.960	0.412	-0.317	0.005	-0.779	0.064	-0.469	8.335e-04	-0.955
YJL050W	MTR4	ATP-dependent 3'-5' RNA helicase of the Dead-box family, involved in nuclear RNA processing and degradation both as a component of the TRAMP complex and in TRAMP independent processes; has a KOW domain that shows RNA binding activity	protein_coding	1	1	0	2.245e-04	-6.015	2.291e-04	-1.822	2.492e-04	-3.264	5.339e-05	-4.449	2.709e-04	-3.813	5.282e-04	-1.373	3.590e-04	-2.025	8.612e-05	-2.439	7.693e-04	-3.518	1.988e-04	-5.384	2.649e-04	-2.758	1.115e-04	-3.690	0.002	-1.655	3.352e-04	-2.757	9.983e-04	-1.630	3.228e-04	-1.959
YLR264W	RPS28B	Protein component of the small (40S) ribosomal subunit; nearly identical to Rps28Ap and has similarity to rat S28 ribosomal protein	protein_coding	1	1	0	1.000	0.000e+00	1.000	0.000e+00	0.893	0.000e+00	1.779e-04	-1.030	0.315	-0.240	0.539	-0.144	1.000	-0.103	3.383e-04	-1.207	0.551	-0.360	0.008	-0.885	1.000	0.000e+00	0.007	-1.166	0.841	-0.256	0.040	-0.895	0.770	-0.258	0.011	-1.240
YDL131W	LYS21	Homocitrate synthase isozyme, catalyzes the condensation of acetyl-CoA and alpha-ketoglutarate to form homocitrate, which is the first step in the lysine biosynthesis pathway; highly similar to the other isozyme, Lys20p	protein_coding	1	1	0	0.521	-0.133	1.000	0.000e+00	1.000	-0.020	0.006	-0.542	0.959	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	0.055	-0.527	0.709	-0.083	1.000	0.000e+00	2.026e-04	-1.387	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	0.130	-0.309
YDR361C	BCP1	Essential protein involved in nuclear export of Mss4p, which is a lipid kinase that generates phosphatidylinositol 4,5-biphosphate and plays a role in actin cytoskeleton organization and vesicular transport	protein_coding	1	1	0	3.026e-04	-2.946	2.291e-04	-2.957	2.316e-04	-3.241	5.339e-05	-4.861	2.709e-04	-2.128	8.493e-04	-1.833	0.002	-2.040	1.132e-04	-2.725	0.005	-2.202	1.988e-04	-5.114	0.004	-2.253	1.115e-04	-4.136	0.018	-1.685	0.004	-2.058	0.005	-1.927	8.335e-04	-2.321
YAL008W	FUN14	Mitochondrial protein of unknown function	protein_coding	1	1	0	0.169	0.676	0.004	1.207	0.064	0.718	0.010	0.928	0.713	0.212	0.013	0.979	1.000	0.000e+00	0.783	0.124	0.042	1.353	0.011	1.577	0.263	0.601	0.028	1.101	1.000	0.149	0.592	0.348	1.000	-0.140	1.000	0.000e+00
YDR058C	TGL2	Triacylglycerol lipase that is localized to the mitochondria; has lipolytic activity towards triacylglycerols and diacylglycerols when expressed in E. coli	protein_coding	1	1	0	0.005	1.128	2.945e-04	1.213	0.005	0.896	5.339e-05	1.209	0.046	0.664	0.001	1.107	0.039	0.778	0.010	0.705	0.027	1.123	0.002	1.513	0.021	1.062	0.002	1.516	0.162	0.989	0.041	1.033	0.115	0.705	0.033	0.955
YOL135C	MED7	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation	protein_coding	1	1	0	0.013	0.625	0.018	0.400	0.550	0.217	0.491	0.176	0.443	0.157	1.000	0.000e+00	0.422	0.235	1.000	0.000e+00	1.000	-0.103	1.000	0.000e+00	0.801	0.079	1.000	0.000e+00	0.894	0.157	1.000	0.073	1.000	0.000e+00	1.000	0.000e+00
YOL002C	IZH2	Plasma membrane protein involved in zinc homeostasis and osmotin-induced apoptosis; transcription regulated by Zap1p, zinc and fatty acid levels; similar to mammalian adiponectins; deletion increases sensitivity to elevated zinc	protein_coding	1	1	0	0.012	-0.981	0.772	0.072	1.000	-0.069	0.533	-0.167	0.021	-0.501	0.022	0.366	0.637	-0.151	0.641	-0.145	0.177	-0.502	0.049	-0.580	1.000	0.000e+00	1.000	0.000e+00	0.340	-0.451	0.062	-0.555	0.884	0.090	1.000	0.000e+00
YDR360W	OPI7	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps verified gene VID21/YDR359C.	protein_coding	1	1	0	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	0.019	2.066	0.001	2.346
